id,guid,userId,title,videourl,imgurl,cate,playcount,attcount,commentcount,status,videoStatus,insertTime,dealTime,iP,tag,isAsyn,totalTimes,isDel,isShow,intro,width,height,minImgurl,source
36942,abeba116-b9b7-11e8-9339-525400ccac43,89023,奥原希望 vs 马琳(蔡赟 苏木解说) 世界羽联日本公开赛女单决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/cc3ebb765285890781861803747/v.f30.mp4?t=5ba0cde8&us=23005&sign=4ed5563b2d3d984ca3782463eb65ddc7,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/cc3ebb765285890781861803747/snapshot/1537105916_2188918815.100_1491300.jpg,体育视频 羽毛球,2556,19,1,1,1,1537105914,1537106435,210.12.80.209,奥原希望 马琳 蔡赟 苏木 日本公开赛 羽毛球,0,4971,0,1,,1280,720,/uploads/new_upload/video/36942/1537105916_2188918815_min.100_1491300_min.jpg,1
36935,c3be4710-b9b6-11e8-9339-525400ccac43,89023,郑思维/黄雅琼 vs 王懿律/黄东萍(蔡赟 苏木解说) 世界羽联日本公开赛混双决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/be8af0395285890781861248954/v.f30.mp4?t=5ba0cde8&us=93113&sign=3a576ca17b0e890a7f34c52a130117bf,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/be8af0395285890781861248954/snapshot/1537105190_4002663797.100_746700.jpg,体育视频 羽毛球,2276,14,0,1,1,1537105525,1537105896,210.12.80.209,郑思维/黄雅琼 王懿律/黄东萍 蔡赟 苏木 日本公开赛 羽毛球,0,2489,0,1,,1280,720,/uploads/new_upload/video/36935/1537105190_4002663797_min.100_746700_min.jpg,1
36934,c3a587eb-b9b6-11e8-9339-525400ccac43,89023,李俊慧/刘雨辰 vs 费尔纳迪/苏卡穆约(蔡赟 苏木解说) 世界羽联日本公开赛男双决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/be552ef35285890781861219860/v.f30.mp4?t=5ba0cde8&us=98333&sign=826019c28657455be207c5a05cbae522,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/be552ef35285890781861219860/snapshot/1537105224_2167936302.100_810900.jpg,体育视频 羽毛球,2389,18,2,1,1,1537105525,1537105892,210.12.80.209,李俊慧/刘雨辰 费尔纳迪/苏卡穆约 蔡赟 苏木 日本公开赛 羽毛球,0,2703,0,1,,1280,720,/uploads/new_upload/video/36934/1537105224_2167936302_min.100_810900_min.jpg,1
36933,c0ebcf2c-b9b6-11e8-9339-525400ccac43,89023,陈清晨/贾一凡 vs 福岛由纪/广田彩花(蔡赟 苏木解说) 世界羽联日本公开赛女双决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/bec018d85285890781861276781/v.f30.mp4?t=5ba0cde8&us=51556&sign=ef966e45639740810fff0e0ed8754eaa,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/bec018d85285890781861276781/snapshot/1537105378_3459652315.100_1104300.jpg,体育视频 羽毛球,1424,11,3,1,1,1537105520,1537105900,210.12.80.209,陈清晨/贾一凡 福岛由纪/广田彩花 蔡赟 苏木 日本公开赛 羽毛球,0,3681,0,1,,1280,720,/uploads/new_upload/video/36933/1537105378_3459652315_min.100_1104300_min.jpg,1
36932,becb3fd1-b9b6-11e8-9339-525400ccac43,89023,桃田贤斗 vs 科希特(蔡赟 苏木解说) 世界羽联日本公开赛男单决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/be8adad85285890781861248449/v.f30.mp4?t=5ba0cde8&us=03326&sign=f3ce9f295fda915934156fe0e1991a32,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/be8adad85285890781861248449/snapshot/1537105384_189650115.100_1142100.jpg,体育视频 羽毛球,3784,14,0,1,1,1537105517,1537105902,210.12.80.209,桃田贤斗 科希特 蔡赟 苏木 日本公开赛 羽毛球,0,3807,0,1,,1280,720,/uploads/new_upload/video/36932/1537105384_189650115_min.100_1142100_min.jpg,1
36836,8803eb5a-b98b-11e8-9339-525400ccac43,89023,李俊慧/刘雨辰 vs 费尔纳迪/苏卡穆约 2018日本公开赛 男双决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/0a92cbd75285890781855406395/v.f30.mp4?t=5ba0cde8&us=44503&sign=67641d152255aa21528e6dbc726736d9,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/0a92cbd75285890781855406395/snapshot/1537086823_1083672759.100_997200.jpg,体育视频 羽毛球,4210,26,4,1,1,1537086956,1537087218,210.12.80.209,李俊慧/刘雨辰  费尔纳迪/苏卡穆约 2018日本公开赛 男双决赛 体育视频 羽毛球,0,3324,0,1,,1280,720,/uploads/new_upload/video/36836/1537086823_1083672759_min.100_997200_min.jpg,1
36827,bde59c94-b985-11e8-9339-525400ccac43,89023,桃田贤斗 VS 安赛龙 2018日本公开赛 男单半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c98abffc5285890781854946455/v.f30.mp4?t=5ba0cde8&us=25144&sign=3b97b6e8c8a3f0efa95875ac03679234,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c98abffc5285890781854946455/snapshot/1537084084_1228902697.100_977100.jpg,体育视频 羽毛球,2301,9,2,1,1,1537084470,1537084761,210.12.80.209,桃田贤斗 安赛龙 2018日本公开赛 男单半决赛  体育视频 羽毛球,0,3257,0,1,,1280,720,/uploads/new_upload/video/36827/1537084084_1228902697_min.100_977100_min.jpg,1
36820,ec1dfad6-b983-11e8-9339-525400ccac43,89023,奥原希望 vs 马琳 2018日本公开赛 女单决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c7361af65285890781854847233/v.f30.mp4?t=5ba0cde8&us=47468&sign=97a5449d7bf1630aa52d7a09a53d7fca,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c7361af65285890781854847233/snapshot/1537083684_1234280842.100_1674600.jpg,体育视频 羽毛球,1229,7,0,1,1,1537083688,1537084487,210.12.80.209,奥原希望   马琳 2018日本公开赛 女单决赛 体育视频 羽毛球,0,5582,0,1,,1280,720,/uploads/new_upload/video/36820/1537083684_1234280842_min.100_1674600_min.jpg,1
36811,446283bd-b976-11e8-9339-525400ccac43,89023,郑思维/黄雅琼 vs 王懿律/黄东萍 2018日本公开赛 混双总决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/7c9fe2a05285890781853951599/v.f30.mp4?t=5ba0cde8&us=48983&sign=de5d2e759a36c94237ec47545c768850,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/7c9fe2a05285890781853951599/snapshot/1537077769_1725268791.100_870600.jpg,体育视频 羽毛球,3320,9,3,1,1,1537077823,1537078170,210.12.80.209,郑思维/黄雅琼 王懿律/黄东萍 2018日本公开赛 混双总决赛 体育视频 羽毛球,0,2902,0,1,,1280,720,/uploads/new_upload/video/36811/1537077769_1725268791_min.100_870600_min.jpg,1
36808,6f9abfa9-b975-11e8-9339-525400ccac43,89023,陈清晨/贾一凡 vs 福岛由纪/广田彩花 世界羽联日本公开赛 女双决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/6bf0c28c5285890781853200619/v.f30.mp4?t=5ba0cde8&us=65866&sign=d67e1563b63dbbc1c058e5bab5ad2e5d,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/6bf0c28c5285890781853200619/snapshot/1537073865_1129684748.100_1287600.jpg,体育视频 羽毛球,597,6,1,1,1,1537077466,1537094523,210.12.80.209,陈清晨/贾一凡 福岛由纪/广田彩花 世界羽联日本公开赛,0,4292,0,1,,1280,720,/uploads/new_upload/video/36808/1537073865_1129684748_min.100_1287600_min.jpg,1
36794,89122f6f-b964-11e8-9339-525400ccac43,89023,桃田贤斗 vs 克希特 2018日本公开赛 男单决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/240fa4595285890781852464837/v.f30.mp4?t=5ba0cde8&us=04550&sign=8993f142f36a1dea783f42003917e397,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/240fa4595285890781852464837/snapshot/1537070182_126938131.100_1151700.jpg,体育视频 羽毛球,7121,21,2,1,1,1537070208,1537070473,210.12.80.209,桃田贤斗  克希特 2018日本公开赛 男单决赛 体育视频 羽毛球,0,3839,0,1,,1280,720,/uploads/new_upload/video/36794/1537070182_126938131_min.100_1151700_min.jpg,1
36753,af046866-b90d-11e8-9339-525400ccac43,2345900,《隔网争霸●羽众新尝》第五期——风平浪静 波澜不惊,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/158b7bae5285890781750452526/v.f30.mp4?t=5ba0cde8&us=40028&sign=c59491aae0752fce813ac169fa1628ac,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/158b7bae5285890781750452526/snapshot/1537032401_2940480030.100_105300.jpg,体育视频 羽毛球,12059,264,1,1,1,1537032905,1537032930,61.193.185.225,日本公开赛,0,351,0,1,,1280,720,/uploads/new_upload/video/36753/1537032401_2940480030_min.100_105300_min.jpg,1
36669,10f473f2-b8cc-11e8-9339-525400ccac43,89023,何济霆/谭强 vs 费尔纳迪/苏卡穆约 世界羽联日本公开赛 男双半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/94508ad05285890781840038465/v.f30.mp4?t=5ba0cde8&us=00228&sign=9b169198c70ee2c740c5a3ec768e4009,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/94508ad05285890781840038465/snapshot/1537004598_2426605176.100_1078800.jpg,体育视频 羽毛球,4115,18,2,1,1,1537004723,1537004929,210.12.80.209,何济霆/谭强 费尔纳迪/苏卡穆约 世界羽联日本公开赛,0,3596,0,1,,1280,720,/uploads/new_upload/video/36669/1537004598_2426605176_min.100_1078800_min.jpg,1
36665,e6edf5d8-b8c4-11e8-9339-525400ccac43,89023,陈雨菲 vs 马琳 世界羽联日本公开赛 女单半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/65f930f05285890781839408402/v.f30.mp4?t=5ba0cde8&us=11444&sign=760a6f662d9d83f42f2a3dcee88a9097,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/65f930f05285890781839408402/snapshot/1537000879_2936562312.100_816600.jpg,体育视频 羽毛球,3948,26,1,1,1,1537001646,1537001724,210.12.80.209,陈雨菲 马琳 世界羽联日本公开赛,0,2722,0,1,,1280,720,/uploads/new_upload/video/36665/1537000879_2936562312_min.100_816600_min.jpg,1
36655,0aff2d63-b8bd-11e8-9339-525400ccac43,89023,李东根 vs 科希特 世界羽联日本公开赛 男单半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/24cd85c35285890781838929648/v.f30.mp4?t=5ba0cde8&us=80331&sign=83f077c27085791b28139c74be4c4f0f,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/24cd85c35285890781838929648/snapshot/1536997804_1494548842.100_1109400.jpg,体育视频 羽毛球,2532,20,2,1,1,1536998270,1536998328,210.12.80.209,李东根 科希特 世界羽联日本公开赛,0,3698,0,1,,1280,720,/uploads/new_upload/video/36655/1536997804_1494548842_min.100_1109400_min.jpg,1
36642,31f17f76-b8b3-11e8-9339-525400ccac43,89023,福岛由纪/广田彩花 vs 波莉/拉哈尤 世界羽联日本公开赛 女双半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/14ab57f45285890781838251816/v.f30.mp4?t=5ba0cde8&us=00512&sign=d5dba39a6991e4c40972297f35788a12,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/14ab57f45285890781838251816/snapshot/1536993937_3603151451.100_1418400.jpg,体育视频 羽毛球,1882,14,0,1,1,1536994041,1536994884,210.12.80.209,福岛由纪/广田彩花 波莉/拉哈尤 世界羽联日本公开赛,0,4728,0,1,,1280,720,/uploads/new_upload/video/36642/1536993937_3603151451_min.100_1418400_min.jpg,1
36637,7bbc3ca0-b8ac-11e8-9339-525400ccac43,89023,奥原希望 vs 大堀彩 世界羽联日本公开赛 女单半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/d7f41efd5285890781837943269/v.f30.mp4?t=5ba0cde8&us=03255&sign=a00fe69d2795ac5847e393c6d05a861b,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/d7f41efd5285890781837943269/snapshot/1536991143_2107652371.100_971700.jpg,体育视频 羽毛球,3363,15,0,1,1,1536991158,1536993710,210.12.80.209,奥原希望 vs 大堀彩 世界羽联日本公开赛 女单半决赛,0,3239,0,1,,1280,720,/uploads/new_upload/video/36637/1536991143_2107652371_min.100_971700_min.jpg,1
36636,f9e2de0a-b8aa-11e8-9339-525400ccac43,89023,王懿律/黄东萍 vs 渡边勇大/东野有纱 世界羽联日本公开赛混双半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/d35b6afb5285890781837752674/v.f30.mp4?t=5ba0cde8&us=00277&sign=c28d05353dafbddb618ecef469747539,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/d35b6afb5285890781837752674/snapshot/1536990197_2495103481.100_1073100.jpg,体育视频 羽毛球,4774,29,6,1,1,1536990511,1536990565,210.12.80.209,王懿律/黄东萍 渡边勇大/东野有纱 世界羽联日本公开赛,0,3577,0,1,,1280,720,/uploads/new_upload/video/36636/1536990197_2495103481_min.100_1073100_min.jpg,1
36602,da1f98d7-b88d-11e8-9339-525400ccac43,89023,【独家】郑思维/黄雅琼 vs 陈炳顺/吴柳萤 世界羽联日本公开赛混双半决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/36b9005a5285890781835605984/v.f30.mp4?t=5ba0cde8&us=06771&sign=617dad4ebb5971cc9a41cfda26114515,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/36b9005a5285890781835605984/snapshot/1536977832_1512423247.100_1162200.jpg,体育视频 羽毛球,10982,46,3,1,1,1536978002,1536978098,210.12.80.209,羽毛球 日本公开赛 郑思维,0,3874,0,1,,1280,720,/uploads/new_upload/video/36602/1536977832_1512423247_min.100_1162200_min.jpg,1
36600,84a0b09d-b884-11e8-9339-525400ccac43,4420279,《隔网争霸●羽众新尝》第四期 中日大战平分秋色,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/ef0a47c05285890781834892866/v.f30.mp4?t=5ba0cde8&us=10063&sign=94aeb7899196472c80e1ea8e6f092a24,/uploads/imgs/2018/09-15/3e1dbdd11a4290a70a396b7b51a0196a_640x360.png,体育视频 羽毛球,11781,255,6,1,1,1536973993,1536974930,114.248.79.230,羽毛球 日本公开赛 林丹 桃田贤斗 大堀彩,0,306,0,1,,1280,720,/uploads/new_upload/video/36600/1536973838_2579210347_min.100_91800_min.jpg,1
36534,45a7b3e8-b810-11e8-9339-525400ccac43,89023,何济霆/谭强 vs 保木卓朗/小林优 2018日本公开赛 男双1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/482381d75285890781825508098/v.f30.mp4?t=5ba0cde8&us=53663&sign=f9767fec21272437d06447fc56d0e792,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/482381d75285890781825508098/snapshot/1536924030_1216377681.100_1022400.jpg,体育视频 羽毛球,2052,23,4,1,1,1536924066,1536924283,114.248.79.230,何济霆 谭强 保木卓朗 小林优 2018日本公开赛 男双1/4决赛 羽毛球,0,3408,0,1,,1280,720,/uploads/new_upload/video/36534/1536924030_1216377681_min.100_1022400_min.jpg,1
36518,1a25b40e-b80a-11e8-9339-525400ccac43,89023,李茵晖/杜玥  vs 松本麻佑/永原和可那 2018日本公开赛 女双1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/02c7d95a5285890781824891538/v.f30.mp4?t=5ba0cde8&us=11822&sign=7d26027327e4eaa2e3a9203926daf865,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/02c7d95a5285890781824891538/snapshot/1536921417_3259598979.100_825900.jpg,体育视频 羽毛球,2694,27,7,1,1,1536921416,1536921738,114.248.79.230,李茵晖 杜玥 松本麻佑 永原和可那 2018日本公开赛 女双1/4决赛 羽毛球,0,2753,0,1,,1280,720,/uploads/new_upload/video/36518/1536921417_3259598979_min.100_825900_min.jpg,1
36496,7c9688f2-b805-11e8-9339-525400ccac43,89023,马琳 vs 因达农 2018日本公开赛 女单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/f9414c965285890781824469470/v.f30.mp4?t=5ba0cde8&us=22619&sign=445cf0781f38ae1ef361fbf2b88c64f8,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/f9414c965285890781824469470/snapshot/1536919427_207597708.100_969900.jpg,体育视频 羽毛球,1771,18,2,1,1,1536919433,1536919697,114.248.79.230,马琳 因达农 2018日本公开赛 女单1/4决赛 体育视频 羽毛球,0,3233,0,1,,1280,720,/uploads/new_upload/video/36496/1536919427_207597708_min.100_969900_min.jpg,1
36481,93897a62-b7fd-11e8-9339-525400ccac43,89023,陈晓欣 vs 奥原希望 2018日本公开赛 女单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/b5742a555285890781823843177/v.f30.mp4?t=5ba0cde8&us=69999&sign=bfae09019a5b29e410e7d407d3d95589,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/b5742a555285890781823843177/snapshot/1536916034_3312826852.100_1008600.jpg,体育视频 羽毛球,2215,20,5,1,1,1536916036,1536916363,114.248.79.230,陈晓欣 奥原希望 2018日本公开赛 女单1/4决赛 体育视频 羽毛球,0,3362,0,1,,1280,720,/uploads/new_upload/video/36481/1536916034_3312826852_min.100_1008600_min.jpg,1
36472,fff1cda1-b7f5-11e8-9339-525400ccac43,89023,安赛龙 vs 金廷 2018日本公开赛 男单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/a9f1f7b55285890781823369831/v.f30.mp4?t=5ba0cde8&us=01366&sign=54208e1b956474eb7f145c01b9b80676,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/a9f1f7b55285890781823369831/snapshot/1536912762_4027115671.100_1165200.jpg,体育视频 羽毛球,2349,15,1,1,1,1536912782,1536913355,114.248.79.230,安赛龙  金廷 2018日本公开赛 男单1/4决赛  体育视频 羽毛球,0,3884,0,1,,1280,720,/uploads/new_upload/video/36472/1536912762_4027115671_min.100_1165200_min.jpg,1
36457,247d0079-b7eb-11e8-9339-525400ccac43,89023,李俊慧/刘雨辰  VS   阿尔弗兰/雅迪安托 2018日本公开赛 男双1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/63f61cdb5285890781822667891/v.f30.mp4?t=5ba0cde8&us=91224&sign=78a3eaf6ddf1c158d0e8058d02ba68ab,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/63f61cdb5285890781822667891/snapshot/1536907997_214615106.100_1305000.jpg,体育视频 羽毛球,3742,23,2,1,1,1536908119,1536908364,114.248.79.230,李俊慧/刘雨辰  阿尔弗兰/雅迪安托 2018日本公开赛 男双1/4决赛 体育视频 羽毛球,0,4350,0,1,,1280,720,/uploads/new_upload/video/36457/1536907997_214615106_min.100_1305000_min.jpg,1
36453,6b7d9371-b7e8-11e8-9339-525400ccac43,89023,汤金华/于小含 VS 陈清晨/贾一凡 2018日本公开赛 女双1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/5f5de8195285890781822477971/v.f30.mp4?t=5ba0cde8&us=91188&sign=70cde3cb172aab815261d1b099f71303,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/5f5de8195285890781822477971/snapshot/1536906949_2375451458.100_734400.jpg,体育视频 羽毛球,2186,12,0,1,1,1536906949,1536907302,114.248.79.230,汤金华/于小含  陈清晨/贾一凡 2018日本公开赛 女双1/4决赛 体育视频 羽毛球,0,2448,0,1,,1280,720,/uploads/new_upload/video/36453/1536906949_2375451458_min.100_734400_min.jpg,1
36439,02d2857f-b7e4-11e8-9339-525400ccac43,89023,陈雨菲  VS  山口茜 2018日本公开赛  女单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/55cf18885285890781822040662/v.f30.mp4?t=5ba0cde8&us=90057&sign=b6451334d35b8731529dd3e47cfd12a4,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/55cf18885285890781822040662/snapshot/1536904847_3793911289.100_0.jpg,体育视频 羽毛球,4333,23,3,1,1,1536905056,1536907003,114.248.79.230,陈雨菲    山口茜 2018日本公开赛  女单1/4决赛 体育视频 羽毛球,0,4609,0,1,,1280,720,/uploads/new_upload/video/36439/1536904847_3793911289_min.100_0_min.jpg,1
36434,3ee9ed2c-b7e2-11e8-9339-525400ccac43,89023,高昉洁  VS  大堀彩 2018日本公开赛 女单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/55bfa46d5285890781822035069/v.f30.mp4?t=5ba0cde8&us=00312&sign=33d61bfb7e12849ee6155f1e289674b1,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/55bfa46d5285890781822035069/snapshot/1536904242_2259867105.100_808500.jpg,体育视频 羽毛球,3416,13,0,1,1,1536904298,1536904429,114.248.79.230,高昉洁  VS  大堀彩 2018日本公开赛 女单1/4决赛,0,2695,0,1,,1280,720,/uploads/new_upload/video/36434/1536904242_2259867105_min.100_808500_min.jpg,1
36419,2f87b27c-b7da-11e8-9339-525400ccac43,89023,谌龙 VS 科希特 2018日本公开赛 男单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/0feac0335285890781821358266/v.f30.mp4?t=5ba0cde8&us=66626&sign=aedbdb9885b0cdd40cf7d31ffb57a5e6,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/0feac0335285890781821358266/snapshot/1536900835_1654182173.100_1093200.jpg,体育视频 羽毛球,4002,9,4,1,1,1536900836,1536901301,114.248.79.230,谌龙  科希特 2018日本公开赛 男单1/4决赛 体育视频 羽毛球,0,3644,0,1,,1280,720,/uploads/new_upload/video/36419/1536900835_1654182173_min.100_1093200_min.jpg,1
36413,9a95bf33-b7d4-11e8-9339-525400ccac43,89023,桃田贤斗 vs 林丹 日本公开赛 男单1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/d136cda35285890781820996599/v.f30.mp4?t=5ba0cde8&us=52202&sign=7bfa1ec20ea08b536712aec65f458c23,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/d136cda35285890781820996599/snapshot/1536898422_1729200732.100_862500.jpg,体育视频 羽毛球,13977,39,12,1,1,1536898438,1536899201,114.248.79.230,桃田贤斗  林丹 日本公开赛 男单1/4决赛,0,2875,0,1,,1280,720,/uploads/new_upload/video/36413/1536898422_1729200732_min.100_862500_min.jpg,1
36389,7e67d88c-b7cd-11e8-9339-525400ccac43,89023,广田彩花/福岛由纪 vs 宗空潘/拉温达 2018日本公开赛 女双1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c541f32d5285890781820451960/v.f30.mp4?t=5ba0cde8&us=99951&sign=bd61df4b80bf28763edbd969309f33cf,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c541f32d5285890781820451960/snapshot/1536895112_2561610018.100_972300.jpg,体育视频 羽毛球,1156,8,0,1,1,1536895385,1536895678,114.248.79.230,广田彩花/福岛由纪 vs 宗空潘/拉温达 2018日本公开赛 女双1/4决赛 体育视频 羽毛球,0,3241,0,1,,1280,720,/uploads/new_upload/video/36389/1536895112_2561610018_min.100_972300_min.jpg,1
36385,4f28387d-b7cb-11e8-9339-525400ccac43,3835714,《隔网争霸●羽众新尝》 第三期中日大战惊喜不断,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/c2ec173f5285890781820350012/v.f30.mp4?t=5ba0cde8&us=77666&sign=29eb53b342f102e9b02c5fda2713dad0,/uploads/imgs/2018/09-14/b3f3dd50a704edbdab06e7c0827c57ed_640x360.jpg,体育视频 羽毛球,15557,515,5,1,1,1536894446,1536894933,114.248.79.230,日本公开赛 羽毛球,0,335,0,1,,1280,720,/uploads/new_upload/video/36385/1536894403_3291359255_min.100_100500_min.jpg,1
36382,dc34cc9a-b7c4-11e8-9339-525400ccac43,89023,陈炳顺/吴柳萤 vs 帕温·约旦/美拉蒂 2018日本公开赛 混双1/4决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/94dd2dd95285890781819760385/v.f30.mp4?t=5ba0cde8&us=88116&sign=fad627c72544928eece47f6524b70a9f,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/94dd2dd95285890781819760385/snapshot/1536891680_799549798.100_1278300.jpg,体育视频 羽毛球,1852,9,0,1,1,1536891677,1536891988,114.248.79.230,陈炳顺/吴柳萤 帕温·约旦/美拉蒂 2018日本公开赛 混双1/4决赛  体育视频 羽毛球,0,4261,0,1,,1280,720,/uploads/new_upload/video/36382/1536891680_799549798_min.100_1278300_min.jpg,1
36313,41966540-b744-11e8-9339-525400ccac43,89023,张楠/李茵晖 vs 陈健铭/赖沛君 2018日本公开赛 混双1/8决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/aacd7e1c5285890781809842847/v.f30.mp4?t=5ba0cde8&us=04332&sign=ebeb70885fff17c7cb86273bb0efb3a0,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/aacd7e1c5285890781809842847/snapshot/1536836418_1447819652.100_667200.jpg,体育视频 羽毛球,2060,12,0,1,1,1536836442,1536836732,210.12.80.209,张楠/李茵晖  陈健铭/赖沛君 2018日本公开赛 混双1/8决赛 体育视频 羽毛球,0,2224,0,1,,1280,720,/uploads/new_upload/video/36313/1536836418_1447819652_min.100_667200_min.jpg,1
36303,8645b047-b73d-11e8-9339-525400ccac43,89023,玛莉丝卡 vs 因达农 2018日本公开赛 女单1/8决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/9cbf2b935285890781809237750/v.f30.mp4?t=5ba0cde8&us=02663&sign=008d991c6e5aaba2ef8d0c83a96cef92,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/9cbf2b935285890781809237750/snapshot/1536833502_3525261754.100_859800.jpg,体育视频 羽毛球,993,7,0,1,1,1536833550,1536834120,210.12.80.209,玛莉丝卡 因达农 2018日本公开赛 女单1/8决赛 体育视频 羽毛球,0,2866,0,1,,1280,720,/uploads/new_upload/video/36303/1536833502_3525261754_min.100_859800_min.jpg,1
36299,57e1b588-b73c-11e8-9339-525400ccac43,89023,郑思维/黄雅琼  VS 金子祐树/松友美佐纪 2018日本公开赛 混双1/8决赛,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/9a587fe15285890781809128999/v.f30.mp4?t=5ba0cde8&us=56883&sign=8b79839148b7bbaae515f584f9d91083,http://1252040487.vod2.myqcloud.com/8bdce988vodtransgzp1252040487/9a587fe15285890781809128999/snapshot/1536833039_4041509099.100_513000.jpg,体育视频 羽毛球,3341,22,1,1,1,1536833043,1536833196,114.248.79.230,郑思维/黄雅琼 金子祐树/松友美佐纪 2018日本公开赛 混双1/8决赛 体育视频 羽毛球,0,1710,0,1,,1280,720,/uploads/new_upload/video/36299/1536833039_4041509099_min.100_513000_min.jpg,1
